Date,Open,High,Low,Close,Change,Traded Volume,Turnover,Last Price of the Day,Daily Traded Units,Daily Turnover
2002-12-31,2.78,2.85,2.6,2.6,,0.0,,,,0.0
2002-11-30,3.6,3.86,3.51,3.55,,0.0,,,,0.0
2002-10-31,3.99,4.04,3.84,3.9,,0.0,,,,0.0
2002-09-30,3.01,3.01,2.76,2.84,,0.0,,,,0.0
2002-08-31,4.31,4.32,4.14,4.2,,0.0,,,,0.0
2002-07-31,4.34,4.35,4.08,4.2,,0.0,,,,0.0
2002-06-30,5.42,5.65,4.99,5.2,,0.0,,,,0.0
2002-05-31,7.1,7.48,7.1,7.45,,0.0,,,,0.0
2002-04-30,7.84,8.49,7.84,8.45,,0.0,,,,0.0
2002-03-31,10.35,10.5,10.3,10.33,,0.0,,,,0.0
2002-02-28,9.1,9.35,8.88,9.18,,0.0,,,,0.0
2002-01-31,10.42,10.57,10.2,10.33,,0.0,,,,0.0
2001-12-31,10.75,11.0,10.59,10.9,,0.0,,,,0.0
2001-11-30,10.26,10.5,10.2,10.44,,0.0,,,,0.0
2001-10-31,9.18,9.5,8.52,9.14,,0.0,,,,0.0
2001-09-30,5.1,6.08,5.1,6.08,,0.0,,,,0.0
2001-08-31,,,,6.39,,0.0,,,,0.0
2001-07-31,,,,10.4,,0.0,,,,0.0
2001-06-30,,,,13.5,,0.0,,,,0.0
2001-05-31,,,,13.78,,0.0,,,,0.0
2001-04-30,,,,15.83,,0.0,,,,0.0
2001-03-31,,,,9.83,,0.0,,,,0.0
2001-02-28,,,,13.64,,0.0,,,,0.0
2001-01-31,,,,17.2,,0.0,,,,0.0
2000-12-31,,,,24.3,,0.0,,,,0.0
2000-11-30,,,,21.45,,0.0,,,,0.0
2000-10-31,,,,29.08,,0.0,,,,0.0
2000-09-30,,,,32.12,,0.0,,,,0.0
2000-08-31,,,,34.1,,0.0,,,,0.0
2000-07-31,,,,33.55,,0.0,,,,0.0
2000-06-30,,,,32.2,,0.0,,,,0.0
